what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150229597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150231216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150381807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150388823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150466934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150468714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150505468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150508812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150535650
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362150537593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150542083
